"subject" "activityName" "time_or_freq" "accleration" "instrument" "jerk_measure" "Magnitude_measure" "mean_or_std" "axis" "Average"
11 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.134053215101695
20 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.035130214
22 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0233780056086957
26 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.108738699508475
6 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0331888826842105
19 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0898428797307692
14 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.422495268474576
29 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0955792142264151
27 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.126210937305263
4 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.127764112666667
3 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.138107866258621
30 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.00392556384476923
13 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.131299718666667
9 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.115856121080385
12 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.03608428788
1 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.068102864
8 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.186267836962021
23 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.160763360338983
25 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.188416273486486
5 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.00247623628392857
28 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.125912861222222
10 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0549276242264151
24 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.140910029827586
15 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0757356734814815
16 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.217351194313725
2 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0847270871186441
17 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.190265949622951
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.162943955254237
1 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.075402939754717
21 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.309735038510638
23 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.35593445
13 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.207507170584727
20 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.130117634791765
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0957978990316667
4 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0841675382884615
12 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0702503820961538
9 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.266009866857143
7 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.403599709607843
11 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.146633747092593
2 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.195888238891667
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0184608964392157
25 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.108230986684615
5 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0232035364248936
18 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.106112549189655
15 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0811803405
26 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.00199310572363636
8 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.192306960631707
27 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.294642640196078
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.49508872037037
16 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.379059698039216
28 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.265207858431373
24 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.227134869152542
17 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.298171464166667
29 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0443786011771429
10 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0227527702016383
19 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.2210087627
30 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0221401100714154
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.102352758040816
13 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0950820341687234
7 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.154935538544681
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.392555882222222
20 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0282591579777778
18 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0493636733454545
9 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.082276174942619
11 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.132371684891304
24 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.140123155018182
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0412987957222222
19 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.126146868942821
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.00307981704708333
15 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0788822410992857
17 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.160962985956522
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0621199585938776
21 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.187870253333333
23 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.153671532259259
25 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.21879595837931
4 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.148714808888889
26 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.1539063202
5 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0216777910246191
8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.141817934963684
29 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0919650454166667
27 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.140047614122727
10 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0418715409263158
16 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.225382496382979
12 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0561050624630435
28 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.121477255782609
30 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0288081674653226
2 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0438890162723404
3 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.139020582461538
29 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.286256063666667
4 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.11012048108
10 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.20253457287037
7 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0649636250354167
12 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0885640696078431
28 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.135402566816667
6 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0695219657167273
21 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0567766060705882
25 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.167140956385077
30 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.34476602
9 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.085263099144
11 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.188531695981132
5 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.143006857611364
27 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.276417431042857
13 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0757773858163265
19 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.489126594657534
20 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.151679135228788
26 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.314387627435897
14 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0945970534814815
24 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.109559621020588
2 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.19872676876087
22 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.315551492322581
8 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.263895185521739
1 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.332043702765957
23 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0630111556279412
18 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.161877417894737
16 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0892682200463768
17 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.135803881679687
15 "SITTING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.00281565980440678
2 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.129747161222222
3 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.024763106752459
20 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0708655286023288
7 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0516573721320755
27 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.00557416876082625
30 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0243044362542373
4 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.166893825946429
12 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0395382767304918
5 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.138638436607143
19 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.130643717849315
21 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.207685689775281
13 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0524856614035088
10 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0346980210431818
8 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0979392024814815
11 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.127198423404255
9 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.00914769235555555
24 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0530585403536232
22 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0323824977714286
18 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0485767106575342
28 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0385830501632911
6 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0139193473596491
17 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.202687757012821
16 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.166737468166667
14 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.338174888666667
23 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.223631180906765
15 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0645975994528302
29 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0316145849747692
26 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0884142682297297
25 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.201182106486486
1 "STANDING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0134905823226415
30 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.681459210714286
27 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.84539238027027
14 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.83656291
28 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.0157570025
6 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.175867709021053
13 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.598884988709677
26 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.614523405921053
29 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.590452224057971
20 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.477573305
12 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.2750431984
11 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.112620189964912
3 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.48870318516129
7 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.907537823461538
10 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.031121624137931
8 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.719831539259259
21 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.788251027111111
4 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.341531310555556
18 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.605495317692308
5 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.263644691923077
22 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.771903907083333
9 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.9578730416
25 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.526353818315069
19 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.68762385253012
23 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.918782825277778
24 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.683839909722222
16 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.893884468571429
1 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.4458177198
15 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" -0.0369192905555556
2 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.646834879583333
17 "LAYING" "Time" "Gravity" "Acclerometer" "N" "N" "Mean" "Z" 0.722657502112676
7 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.979851271403509
21 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.969576355384615
18 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.983010882678571
11 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.98110101440678
20 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.970327266470588
22 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.969643448043478
26 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.980055651016949
6 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.977779896491228
19 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.9698614625
14 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.974816884237288
29 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.978253538867925
27 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.979866136842105
4 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.983826494833333
3 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.97777159137931
30 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.979752466923077
13 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.97254492245614
9 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.980971973653846
12 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.97911312
1 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.976609642526316
8 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.974752050208333
23 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.977230903898305
25 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.979499263243243
5 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.979348381428571
28 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.976693902592593
10 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.974435158113207
24 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.983132400344828
15 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.978397287962963
16 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.982469595490196
2 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.972693201355932
17 "WALKING" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.980983351639344
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.944040819322034
1 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.956367027924528
21 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.940911635531915
23 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.933344481568627
13 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.946441502363636
20 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.931405014313726
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.94063384047619
4 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.958495235576923
12 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.960246289807692
9 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.954383557142857
7 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.932823053333333
11 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.953463105740741
2 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.934407739791667
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.959399425098039
25 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950878450307692
5 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.95357996893617
18 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.961738807068965
15 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.952562395625
26 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.962011392181818
8 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.926673287804878
27 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.956433874705882
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.928523640925926
16 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.948413552745098
28 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.944697800196078
24 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.962190567457627
17 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.949460372291667
29 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.954189013061225
10 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.959216072340426
19 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.916495992
30 "WALKING_UPSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.954033624307692
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950061129591837
13 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.952643084042553
7 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.964875962978723
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.919098794
20 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.940458075111111
18 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.960404874545455
9 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.952141220714286
11 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.954497498695652
24 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.961845327454546
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.941242334722222
19 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.899726139487179
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.9544062675
15 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.942806478333333
17 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950026242173913
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950559811632653
21 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.940194827777778
23 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950790837407407
25 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.964470066724138
4 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.955258881333333
26 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.9627219918
5 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.950490938510638
8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.945766561578947
29 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Acclerometer" "N" "N" "std" "X" -0.9417361925
